cmo,school,quart,grade,subject,boy,moy,eoy
Rocketship,Rocketship Brilliant Minds,Bottom Quartile,1,math,0.236842105,0.17699115,
Rocketship,Rocketship Alma Academy,Top Quartile,1,math,0.415458937,0.412621359,
Rocketship,Rocketship Alma Academy,3rd Quartile,1,math,0.231884058,0.281553398,
Rocketship,Rocketship Alma Academy,2nd Quartile,1,math,0.193236715,0.169902913,
Rocketship,Rocketship Alma Academy,Bottom Quartile,1,math,0.15942029,0.13592233,
Rocketship,Rocketship Spark Academy,Top Quartile,1,math,0.2,0.4,
Rocketship,Rocketship Spark Academy,3rd Quartile,1,math,0.209090909,0.27826087,
Rocketship,Rocketship Spark Academy,2nd Quartile,1,math,0.272727273,0.156521739,
Rocketship,Rocketship Spark Academy,Bottom Quartile,1,math,0.318181818,0.165217391,
Rocketship,Rocketship Southside Community Prep,Top Quartile,1,math,0.068181818,0.30952381,
Rocketship,Rocketship Southside Community Prep,3rd Quartile,1,math,0.181818182,0.285714286,
Rocketship,Rocketship Southside Community Prep,2nd Quartile,1,math,0.25,0.119047619,
Rocketship,Rocketship Southside Community Prep,Bottom Quartile,1,math,0.5,0.285714286,
ReNEW,ReNEW Cultural Arts Academy,Top Quartile,2,math,0.036363636,0.054545455,
ReNEW,ReNEW Cultural Arts Academy,3rd Quartile,2,math,0.327272727,0.163636364,
ReNEW,ReNEW Cultural Arts Academy,2nd Quartile,2,math,0.272727273,0.254545455,
ReNEW,ReNEW Cultural Arts Academy,Bottom Quartile,2,math,0.363636364,0.527272727,
ReNEW,SciTech Academy,Top Quartile,2,math,0.127659574,0.170212766,
ReNEW,SciTech Academy,3rd Quartile,2,math,0.042553191,0.170212766,
ReNEW,SciTech Academy,2nd Quartile,2,math,0.319148936,0.234042553,
ReNEW,SciTech Academy,Bottom Quartile,2,math,0.510638298,0.425531915,
ReNEW,Dolores T Aaron Elementary,Top Quartile,2,math,0.034883721,0.127906977,
ReNEW,Dolores T Aaron Elementary,3rd Quartile,2,math,0.174418605,0.151162791,
ReNEW,Dolores T Aaron Elementary,2nd Quartile,2,math,0.302325581,0.255813953,
ReNEW,Dolores T Aaron Elementary,Bottom Quartile,2,math,0.488372093,0.465116279,
ReNEW,Schaumburg Elementary,Top Quartile,2,math,0.038461538,0.038461538,
ReNEW,Schaumburg Elementary,3rd Quartile,2,math,0.064102564,0.141025641,
ReNEW,Schaumburg Elementary,2nd Quartile,2,math,0.358974359,0.282051282,
ReNEW,Schaumburg Elementary,Bottom Quartile,2,math,0.538461538,0.538461538,
E.L. Haynes PCS,E.L. Haynes PCS,Top Quartile,2,math,0.255319149,0.244897959,
E.L. Haynes PCS,E.L. Haynes PCS,3rd Quartile,2,math,0.170212766,0.102040816,
E.L. Haynes PCS,E.L. Haynes PCS,2nd Quartile,2,math,0.255319149,0.244897959,
E.L. Haynes PCS,E.L. Haynes PCS,Bottom Quartile,2,math,0.319148936,0.408163265,
DC Prep,DC Prep-Edgewood Elementary Campus,Top Quartile,2,math,0.38,0.57,
DC Prep,DC Prep-Edgewood Elementary Campus,3rd Quartile,2,math,0.43,0.21,
DC Prep,DC Prep-Edgewood Elementary Campus,2nd Quartile,2,math,0.1,0.13,
DC Prep,DC Prep-Edgewood Elementary Campus,Bottom Quartile,2,math,0.09,0.09,
DC Prep,DC Prep-Benning Elementary Campus,Top Quartile,2,math,0.3,0.32,
DC Prep,DC Prep-Benning Elementary Campus,3rd Quartile,2,math,0.3,0.18,
DC Prep,DC Prep-Benning Elementary Campus,2nd Quartile,2,math,0.14,0.23,
DC Prep,DC Prep-Benning Elementary Campus,Bottom Quartile,2,math,0.26,0.27,
Rocketship,Rocketship Mateo Sheedy,Top Quartile,2,math,0.298969072,0.396039604,
Rocketship,Rocketship Mateo Sheedy,3rd Quartile,2,math,0.268041237,0.247524752,
Rocketship,Rocketship Mateo Sheedy,2nd Quartile,2,math,0.206185567,0.217821782,
Rocketship,Rocketship Mateo Sheedy,Bottom Quartile,2,math,0.226804124,0.138613861,
Rocketship,Rocketship Si Se Puede,Top Quartile,2,math,0.390243902,0.338709677,
Rocketship,Rocketship Si Se Puede,3rd Quartile,2,math,0.284552846,0.330645161,
Rocketship,Rocketship Si Se Puede,2nd Quartile,2,math,0.162601626,0.169354839,
Rocketship,Rocketship Si Se Puede,Bottom Quartile,2,math,0.162601626,0.161290323,
Rocketship,Rocketship Los Suenos,Top Quartile,2,math,0.25,0.215517241,
Rocketship,Rocketship Los Suenos,3rd Quartile,2,math,0.344827586,0.25,
Rocketship,Rocketship Los Suenos,2nd Quartile,2,math,0.155172414,0.275862069,
Rocketship,Rocketship Los Suenos,Bottom Quartile,2,math,0.25,0.25862069,
Rocketship,Rocketship Mosaic,Top Quartile,2,math,0.539568345,0.432624113,
Rocketship,Rocketship Mosaic,3rd Quartile,2,math,0.129496403,0.255319149,
Rocketship,Rocketship Mosaic,2nd Quartile,2,math,0.136690647,0.127659574,
Rocketship,Rocketship Mosaic,Bottom Quartile,2,math,0.194244604,0.184397163,
Rocketship,Rocketship Discovery Prep,Top Quartile,2,math,0.159722222,0.173333333,
Rocketship,Rocketship Discovery Prep,3rd Quartile,2,math,0.236111111,0.24,
Rocketship,Rocketship Discovery Prep,2nd Quartile,2,math,0.215277778,0.233333333,
Rocketship,Rocketship Discovery Prep,Bottom Quartile,2,math,0.388888889,0.353333333,
Rocketship,Rocketship Brilliant Minds,Top Quartile,2,math,0.2,0.272727273,
Rocketship,Rocketship Brilliant Minds,3rd Quartile,2,math,0.338461538,0.333333333,
Rocketship,Rocketship Brilliant Minds,2nd Quartile,2,math,0.230769231,0.227272727,
Rocketship,Rocketship Brilliant Minds,Bottom Quartile,2,math,0.230769231,0.166666667,
Rocketship,Rocketship Alma Academy,Top Quartile,2,math,0.243243243,0.297297297,
Rocketship,Rocketship Alma Academy,3rd Quartile,2,math,0.234234234,0.243243243,
Rocketship,Rocketship Alma Academy,2nd Quartile,2,math,0.225225225,0.261261261,
Rocketship,Rocketship Alma Academy,Bottom Quartile,2,math,0.297297297,0.198198198,
Rocketship,Rocketship Spark Academy,Top Quartile,2,math,0.243243243,0.521367521,
Rocketship,Rocketship Spark Academy,3rd Quartile,2,math,0.252252252,0.213675214,
Rocketship,Rocketship Spark Academy,2nd Quartile,2,math,0.198198198,0.111111111,
Rocketship,Rocketship Spark Academy,Bottom Quartile,2,math,0.306306306,0.153846154,
Rocketship,Rocketship Southside Community Prep,Top Quartile,2,math,0.117647059,0.189189189,
Rocketship,Rocketship Southside Community Prep,3rd Quartile,2,math,0.176470588,0.162162162,
Rocketship,Rocketship Southside Community Prep,2nd Quartile,2,math,0.205882353,0.216216216,
Rocketship,Rocketship Southside Community Prep,Bottom Quartile,2,math,0.5,0.432432432,
